Age,MonthlyIncome,CreditScore,ExistingLoan,LoanAmount,LoanTerm,Dependents,EmploymentStatus,EmploymentYears,PaymentHistory,Eligible
22,98788,693,119783,880258,60,4,Business,8,Average,1
44,111870,568,161554,629885,48,2,Business,4,Good,1
54,98308,490,409663,974947,60,2,Salaried,3,Good,1
47,72913,360,179300,147375,24,3,Salaried,2,Good,1
21,17637,737,83265,821365,36,2,Salaried,12,Good,1
28,57025,563,50126,853516,36,3,Salaried,8,Average,0
43,114508,394,282689,401591,12,4,Salaried,6,Good,0
58,97464,769,55114,578671,60,0,Salaried,7,Poor,1
26,43742,813,355884,142313,48,0,Salaried,9,Good,1
42,26831,493,206422,870793,24,4,Salaried,0,Good,0
45,128768,781,188873,130294,24,4,Salaried,19,Average,1
38,100092,635,276034,635619,24,1,Salaried,20,Good,1
37,105879,734,121284,145057,36,2,Salaried,20,Average,1
32,103370,495,314626,201601,48,2,Salaried,0,Average,0
26,141537,548,194469,763934,24,2,Self-Employed,18,Poor,1
46,119824,797,394956,793987,24,3,Unemployed,1,Good,1
47,103741,511,423337,433829,12,1,Salaried,11,Good,1
28,33830,765,142290,146917,60,2,Salaried,12,Good,1
39,70044,520,333735,544132,60,3,Business,13,Average,1
21,88948,572,88241,343076,60,3,Self-Employed,4,Good,1
49,84202,453,296866,565303,12,0,Business,2,Good,1
55,52045,548,311575,314052,36,3,Salaried,16,Good,1
60,122509,578,182615,556705,12,4,Business,0,Good,0
34,30198,739,304144,473574,24,3,Unemployed,13,Average,1
55,84521,575,334119,604700,48,4,Self-Employed,5,Good,1
40,121471,813,30921,964751,24,4,Salaried,16,Good,1
33,44475,387,361409,920142,24,0,Business,3,Good,0
58,34403,804,350891,303928,48,0,Business,5,Average,1
28,18681,540,161686,262104,60,3,Business,0,Poor,0
40,106555,535,192261,52928,12,0,Salaried,8,Good,1
53,133884,427,17601,901590,36,0,Business,3,Good,1
46,108122,802,93332,211704,24,2,Salaried,8,Good,1
59,130260,499,385398,82309,24,3,Salaried,8,Good,1
41,120386,842,202615,845712,36,3,Self-Employed,12,Good,1
29,108246,801,413730,90449,12,3,Salaried,16,Good,1
44,110864,791,476528,863389,24,0,Self-Employed,20,Poor,1
57,23417,320,460828,742255,36,0,Self-Employed,2,Poor,0
37,133888,533,484102,382643,24,4,Salaried,5,Good,0
44,89499,715,381148,667345,60,1,Self-Employed,19,Good,1
41,145908,447,235572,803511,60,1,Unemployed,14,Good,0
59,42675,328,409508,422209,24,1,Salaried,13,Good,1
59,26332,660,424726,555074,24,2,Self-Employed,12,Good,0
33,34177,607,290144,727055,60,0,Salaried,8,Average,0
31,145560,461,130439,649181,24,4,Salaried,14,Good,1
39,72104,360,239691,506339,12,4,Salaried,13,Average,0
31,99335,424,119277,861608,12,1,Salaried,3,Average,1
33,129938,755,292527,723769,48,2,Salaried,10,Poor,1
21,95730,370,142857,829824,12,2,Unemployed,1,Average,1
60,43333,765,40910,893399,24,1,Self-Employed,15,Average,0
39,36673,542,170100,575275,24,1,Self-Employed,18,Good,1
32,129421,789,155927,248573,36,0,Salaried,15,Average,1
28,55870,520,286425,286692,12,2,Self-Employed,6,Good,0
28,142536,772,375982,933286,60,4,Salaried,10,Average,1
32,86101,832,4841,76015,60,1,Salaried,11,Good,1
53,37821,793,97204,537943,48,0,Salaried,3,Good,1
46,40494,381,60155,424494,36,4,Salaried,15,Good,1
59,114477,821,420134,902836,60,2,Salaried,15,Good,1
48,141083,311,318457,166751,48,1,Self-Employed,6,Good,1
25,127698,562,259589,965239,12,1,Business,12,Poor,0
28,126560,748,261140,755641,36,0,Salaried,4,Good,1
45,146907,491,373832,98231,36,0,Salaried,0,Average,0
47,33646,413,148515,734392,24,2,Salaried,4,Good,0
43,138777,325,425466,340449,12,1,Unemployed,13,Good,0
50,92360,798,132994,104306,36,0,Business,10,Good,1
43,52335,807,294120,269248,48,1,Self-Employed,1,Good,1
40,84351,844,143063,171139,60,2,Unemployed,17,Good,1
38,129934,361,104405,592606,12,1,Salaried,14,Good,1
38,148501,528,53744,194318,12,4,Unemployed,13,Good,1
22,56950,334,415949,213674,36,1,Salaried,12,Poor,0
24,75654,755,2473,333728,36,3,Salaried,1,Good,1
50,122422,801,139180,821687,36,3,Self-Employed,18,Average,1
53,124934,324,28715,589457,48,2,Salaried,7,Poor,1
56,134975,331,244826,75968,24,2,Self-Employed,16,Average,1
38,106186,311,253856,973889,36,2,Salaried,14,Poor,1
57,119234,618,239419,254830,24,4,Self-Employed,19,Good,1
39,117326,300,252508,959116,24,4,Salaried,20,Average,1
48,92527,734,425426,689679,12,1,Salaried,13,Good,1
60,101704,435,299461,337588,60,0,Unemployed,2,Good,0
40,111952,495,327660,284856,60,3,Business,16,Average,1
53,75782,432,164434,566328,48,3,Unemployed,2,Poor,1
32,86116,385,54604,418225,48,3,Business,12,Poor,0
35,104626,775,4889,112497,60,1,Self-Employed,17,Good,1
59,61015,623,220629,579650,60,1,Self-Employed,0,Good,1
22,117877,479,335892,935686,12,2,Salaried,6,Average,1
49,30339,815,294115,713610,12,0,Salaried,4,Average,1
30,149563,474,50551,642642,60,2,Salaried,1,Good,0
22,146778,320,134273,86368,36,1,Business,16,Good,1
31,112493,404,237230,94109,36,4,Salaried,20,Average,0
33,144526,742,236139,238717,12,2,Unemployed,9,Average,1
30,136648,348,108957,77426,24,1,Self-Employed,3,Good,1
34,40163,827,89882,954064,60,1,Business,8,Average,1
38,102508,444,300102,686925,48,4,Salaried,20,Good,0
29,54619,639,210323,613311,36,4,Salaried,10,Poor,0
59,27126,653,267825,434412,24,4,Unemployed,11,Good,1
48,79926,374,101982,502483,36,0,Salaried,11,Good,1
23,55633,618,46870,205964,24,1,Salaried,17,Poor,0
40,18317,386,390540,563168,60,4,Salaried,3,Good,0
26,59980,341,213328,945643,60,0,Salaried,8,Poor,0
47,59115,392,329347,669185,60,3,Salaried,7,Average,0
22,58158,806,159224,721367,12,3,Self-Employed,18,Poor,1
49,120364,828,50061,654065,24,3,Salaried,12,Good,1
58,30504,564,188691,94858,48,1,Self-Employed,1,Average,1
23,52196,591,58235,270510,48,0,Salaried,18,Average,0
36,80938,763,466956,402186,60,0,Business,13,Average,1
50,72388,396,300034,919530,48,3,Business,4,Good,1
60,70501,394,90073,594527,36,2,Salaried,9,Good,1
22,42043,625,323545,506185,24,3,Salaried,16,Good,1
37,48635,373,11217,980569,24,1,Salaried,19,Good,0
32,95691,635,310495,947383,24,3,Business,15,Average,0
55,48132,367,295885,91291,36,3,Business,16,Good,1
21,30366,376,413870,88805,12,0,Unemployed,0,Poor,0
35,108944,507,192386,148831,36,3,Salaried,20,Good,1
46,130267,520,263552,199515,24,4,Salaried,14,Good,1
57,54236,561,42903,59290,24,4,Salaried,16,Good,1
41,19150,709,215280,443427,24,2,Salaried,10,Average,1
51,126369,630,107042,395778,48,1,Self-Employed,4,Good,1
45,34423,643,243725,855504,12,1,Salaried,3,Good,1
43,19137,373,132290,879722,36,0,Business,20,Average,0
44,44992,553,181644,135186,24,1,Self-Employed,8,Good,1
58,125540,631,452014,851547,60,2,Business,15,Poor,0
48,130140,697,494897,579437,12,4,Salaried,11,Poor,1
41,136225,644,384333,878424,60,0,Unemployed,17,Good,1
38,81917,754,109268,329860,12,4,Unemployed,2,Poor,1
56,88690,414,30105,934156,24,2,Unemployed,14,Average,0
55,49235,612,69634,587909,12,0,Business,17,Good,1
29,34122,527,379570,450036,12,3,Business,11,Good,1
58,38956,544,458279,835088,24,1,Self-Employed,12,Average,0
50,78879,825,138691,949497,60,2,Salaried,0,Poor,1
54,73560,827,405155,866831,60,0,Self-Employed,3,Good,1
52,125310,726,18226,169374,48,4,Business,7,Good,1
23,16168,341,25322,981506,60,0,Unemployed,18,Average,0
23,60124,764,379648,355242,60,3,Self-Employed,20,Good,1
48,67797,577,320359,881943,12,2,Salaried,20,Average,0
35,50294,318,410094,365387,48,0,Self-Employed,4,Average,0
43,18516,365,399776,427275,24,2,Unemployed,10,Good,0
60,45373,466,431494,573990,24,2,Salaried,16,Good,1
31,137026,702,167284,865182,36,4,Salaried,16,Average,1
52,45270,708,94835,272682,48,1,Self-Employed,1,Good,1
56,80184,411,255027,984814,12,3,Salaried,0,Good,0
53,52879,573,73079,891830,36,0,Salaried,3,Average,1
44,64597,706,23946,787902,36,1,Salaried,8,Poor,1
59,18626,672,162812,823085,24,4,Business,1,Average,0
54,100936,338,372877,356489,60,1,Salaried,2,Good,1
48,96515,404,7253,667718,12,2,Salaried,5,Average,1
57,70390,623,79311,164921,48,2,Business,12,Good,1
27,69144,713,294957,666017,36,3,Unemployed,14,Average,1
24,19025,728,457547,626131,12,0,Unemployed,10,Average,0
57,94380,360,420848,715582,24,0,Salaried,9,Poor,0
21,133910,606,310509,999013,36,4,Unemployed,2,Poor,0
21,111055,653,67593,181458,36,3,Salaried,19,Good,1
